"3rDPakQ9kgqYASFmReAH","10128","pan right","press","0","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"3rDPakQ9kgqYASFmReAH","12217","pan right","release","-1.25","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"3rDPakQ9kgqYASFmReAH","12651","zoom in","press","-1.25","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"3rDPakQ9kgqYASFmReAH","14100","zoom in","release","-1.25","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","14523","Land Vehicle","press","-1.25","0","Land Vehicle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","15134","Land Vehicle","release","-1.25","0","Land Vehicle","60","60","120","120",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","15601","move new tag","press","-1.25","0","Land Vehicle","313","158","120","120",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","15839","move new tag","release","-1.25","0","Land Vehicle","245","121","120","120",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","17015","resize new tag","press","-1.25","0","Land Vehicle","245","121","120","120",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","17306","resize new tag","release","-1.25","0","Land Vehicle","259","123","147","125",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","17761","move new tag","press","-1.25","0","Land Vehicle","259","123","147","125",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","17954","move new tag","release","-1.25","0","Land Vehicle","265","144","147","125",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","18609","submit new tag","press","-1.25","0","Land Vehicle",NULL,NULL,"147","125","1.90613","0.0661789","-0.546009","0.380599","0.323582","31.2841"
"3rDPakQ9kgqYASFmReAH","19471","A Tree","press","-1.25","0","A Tree",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","19817","A Tree","release","-1.25","0","A Tree","313","158","120","120",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","20423","submit new tag","press","-1.25","0","A Tree",NULL,NULL,"120","120","1.7628","-0.240104","-0.885194","0.307425","0.309256","31.2841"
"3rDPakQ9kgqYASFmReAH","20774","A Tree","press","-1.25","0","A Tree",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","21119","A Tree","release","-1.25","0","A Tree","122","262","120","120",NULL,NULL,NULL,NULL,NULL,"31.2841"
"3rDPakQ9kgqYASFmReAH","24085","Land Vehicle","press","-1.25","0","Land Vehicle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.2841"
