"UUfH2HHbgbEqpsCPa27O","7224","pan right","press","0","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"UUfH2HHbgbEqpsCPa27O","8175","pan right","release","-0.55","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"UUfH2HHbgbEqpsCPa27O","8511","pan right","press","-0.55","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"UUfH2HHbgbEqpsCPa27O","9719","pan right","release","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"UUfH2HHbgbEqpsCPa27O","11683","zoom in","press","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"UUfH2HHbgbEqpsCPa27O","11684","zoom in","release","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"UUfH2HHbgbEqpsCPa27O","11687","zoom in","press","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75"
"UUfH2HHbgbEqpsCPa27O","11717","zoom in","release","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"74.25"
"UUfH2HHbgbEqpsCPa27O","11864","zoom in","press","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"74.25"
"UUfH2HHbgbEqpsCPa27O","11928","zoom in","release","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"74.25"
"UUfH2HHbgbEqpsCPa27O","12046","zoom in","press","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"74.25"
"UUfH2HHbgbEqpsCPa27O","12127","zoom in","release","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"74.25"
"UUfH2HHbgbEqpsCPa27O","12584","zoom in","press","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"74.25"
"UUfH2HHbgbEqpsCPa27O","14151","zoom in","release","-1.27","0","null",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"28.8672"
"UUfH2HHbgbEqpsCPa27O","14950","Land Vehicle","press","-1.27","0","Land Vehicle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"28.8672"
"UUfH2HHbgbEqpsCPa27O","16568","Land Vehicle","press","-1.27","0","Land Vehicle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"28.8672"
