batch,gameID,player,loc,image,interval,time,ntags,ntag_image1,ntag_image2,ntag_image3,ntag_image4,ntag_image5,ntag_image6,uniqueID,ind,condition
batch_020819,30,2,2,4,19052,5.909,10,6,3,8,2,3,2,batch_020819 30 2,47,collaboration
batch_020819,30,3,6,1,142392,5.94245,6,7,3,8,2,3,2,batch_020819 30 3,48,collaboration
batch_020819,30,2,2,4,12054,6.1099,11,7,3,8,3,3,2,batch_020819 30 2,47,collaboration
batch_020819,30,2,2,4,11036,6.293833333,12,7,3,8,4,3,2,batch_020819 30 2,47,collaboration
batch_020819,30,2,2,4,16037,6.561116667,13,7,3,8,5,3,2,batch_020819 30 2,47,collaboration
batch_020819,30,1,2,4,7088,6.7453,10,7,3,8,6,3,2,batch_020819 30 1,46,collaboration
batch_020819,30,1,2,4,8037,6.87925,11,7,3,8,7,3,2,batch_020819 30 1,46,collaboration
batch_020819,30,1,2,4,2008,6.912716667,12,7,3,8,8,3,2,batch_020819 30 1,46,collaboration
batch_020819,30,2,2,4,30119,7.0631,14,7,3,8,9,3,2,batch_020819 30 2,47,collaboration
batch_020819,30,1,2,4,16042,7.180083333,13,7,3,8,10,3,2,batch_020819 30 1,46,collaboration
batch_020819,30,2,4,6,29088,8.098683333,15,7,3,8,10,3,3,batch_020819 30 2,47,collaboration
batch_020819,30,2,4,6,16029,8.365833333,16,7,3,8,10,3,4,batch_020819 30 2,47,collaboration
batch_020819,30,1,6,1,27100,8.4994,14,8,3,8,10,3,4,batch_020819 30 1,46,collaboration
batch_020819,39,3,1,3,30062,0.63415,1,0,0,1,0,0,0,batch_020819 39 3,51,collaboration
batch_020819,39,1,2,4,40093,1.0016,1,0,0,1,1,0,0,batch_020819 39 1,49,collaboration
batch_020819,39,3,1,3,36093,1.2357,2,0,0,2,1,0,0,batch_020819 39 3,51,collaboration
batch_020819,39,1,2,4,23063,1.385983333,2,0,0,2,2,0,0,batch_020819 39 1,49,collaboration
batch_020819,39,2,1,3,89192,1.6364,1,0,0,3,2,0,0,batch_020819 39 2,50,collaboration
batch_020819,39,3,1,3,29055,1.71995,3,0,0,4,2,0,0,batch_020819 39 3,51,collaboration
batch_020819,39,1,2,4,24053,1.786866667,3,0,0,4,3,0,0,batch_020819 39 1,49,collaboration
batch_020819,39,3,1,3,17131,2.005466667,4,0,0,5,3,0,0,batch_020819 39 3,51,collaboration
batch_020819,39,3,1,3,13052,2.223,5,0,0,6,3,0,0,batch_020819 39 3,51,collaboration
batch_020819,39,1,2,4,31180,2.306533333,4,0,0,6,4,0,0,batch_020819 39 1,49,collaboration
batch_020819,39,3,3,5,23058,2.874166667,6,0,0,6,4,1,0,batch_020819 39 3,51,collaboration
batch_020819,39,1,2,4,46072,3.0744,5,0,0,6,5,1,0,batch_020819 39 1,49,collaboration
batch_020819,39,3,3,5,29034,3.358066667,7,0,0,6,5,2,0,batch_020819 39 3,51,collaboration
batch_020819,39,2,1,3,117318,3.5917,2,0,0,7,5,2,0,batch_020819 39 2,50,collaboration
batch_020819,39,3,3,5,31139,3.87705,8,0,0,7,5,3,0,batch_020819 39 3,51,collaboration
batch_020819,39,1,4,6,43173,4.094083333,6,0,0,7,5,3,1,batch_020819 39 1,49,collaboration
batch_020819,39,3,3,5,23073,4.2616,9,0,0,7,5,4,1,batch_020819 39 3,51,collaboration
batch_020819,39,3,3,5,20031,4.59545,10,0,0,7,5,5,1,batch_020819 39 3,51,collaboration
batch_020819,39,1,4,6,33087,4.645533333,7,0,0,7,5,5,2,batch_020819 39 1,49,collaboration
batch_020819,39,1,4,6,28054,5.1131,8,0,0,7,5,5,3,batch_020819 39 1,49,collaboration
batch_020819,39,2,1,3,165381,6.34805,3,0,0,8,5,5,3,batch_020819 39 2,50,collaboration
batch_020819,39,3,5,1,92149,6.3814,11,1,0,8,5,5,3,batch_020819 39 3,51,collaboration
batch_020819,39,1,4,6,78101,6.414783333,9,1,0,8,5,5,4,batch_020819 39 1,49,collaboration
batch_020819,39,3,5,1,13029,6.59855,12,2,0,8,5,5,4,batch_020819 39 3,51,collaboration
batch_020819,39,1,4,6,22045,6.7822,10,2,0,8,5,5,5,batch_020819 39 1,49,collaboration
batch_020819,40,2,1,3,32042,0.696433333,1,0,0,1,0,0,0,batch_020819 40 2,53,collaboration
batch_020819,40,2,1,3,25131,1.115283333,2,0,0,2,0,0,0,batch_020819 40 2,53,collaboration
batch_020819,40,3,6,1,8097,1.115283333,1,1,0,2,0,0,0,batch_020819 40 3,54,collaboration
batch_020819,40,1,4,5,51192,1.31565,1,1,0,2,0,1,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,1,3,17058,1.399583333,3,1,0,3,0,1,0,batch_020819 40 2,53,collaboration
batch_020819,40,3,6,1,25078,1.53325,2,2,0,3,0,1,0,batch_020819 40 3,54,collaboration
batch_020819,40,3,6,1,3011,1.583433333,3,3,0,3,0,1,0,batch_020819 40 3,54,collaboration
batch_020819,40,3,6,1,6005,1.683516667,4,4,0,3,0,1,0,batch_020819 40 3,54,collaboration
batch_020819,40,2,1,3,19038,1.716883333,4,4,0,4,0,1,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,32084,1.850383333,2,4,0,4,0,2,0,batch_020819 40 1,52,collaboration
batch_020819,40,3,6,1,29061,2.167866667,5,5,0,4,0,2,0,batch_020819 40 3,54,collaboration
batch_020819,40,1,4,5,22051,2.2179,3,5,0,4,0,3,0,batch_020819 40 1,52,collaboration
batch_020819,40,3,6,1,10009,2.334683333,6,6,0,4,0,3,0,batch_020819 40 3,54,collaboration
batch_020819,40,2,2,2,25058,2.35135,5,6,1,4,0,3,0,batch_020819 40 2,53,collaboration
batch_020819,40,2,2,2,14021,2.585033333,6,6,2,4,0,3,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,30043,2.718616667,4,6,2,4,0,4,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,2,2,19031,2.902216667,7,6,3,4,0,4,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,25032,3.135816667,5,6,3,4,0,5,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,12020,3.4862,8,6,3,4,1,5,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,26028,3.569616667,6,6,3,4,1,6,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,11012,3.669733333,9,6,3,4,2,6,0,batch_020819 40 2,53,collaboration
batch_020819,40,2,3,4,17035,3.95365,10,6,3,4,3,6,0,batch_020819 40 2,53,collaboration
batch_020819,40,3,6,1,93137,3.987083333,7,7,3,4,3,6,0,batch_020819 40 3,54,collaboration
batch_020819,40,1,4,5,43072,4.287483333,7,7,3,4,3,7,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,26036,4.387583333,11,7,3,4,4,7,0,batch_020819 40 2,53,collaboration
batch_020819,40,3,6,1,27036,4.437683333,8,8,3,4,4,7,0,batch_020819 40 3,54,collaboration
batch_020819,40,1,4,5,19032,4.604683333,8,8,3,4,4,8,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,13026,4.604683333,12,8,3,4,5,8,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,11015,4.788266667,9,8,3,4,5,9,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,17022,4.888383333,13,8,3,4,6,9,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,21024,5.138666667,10,8,3,4,6,10,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,28036,5.35565,14,8,3,4,7,10,0,batch_020819 40 2,53,collaboration
batch_020819,40,3,6,1,59083,5.4224,9,9,3,4,7,10,0,batch_020819 40 3,54,collaboration
batch_020819,40,1,4,5,19025,5.45575,11,9,3,4,7,11,0,batch_020819 40 1,52,collaboration
batch_020819,40,3,6,1,10013,5.589283333,10,10,3,4,7,11,0,batch_020819 40 3,54,collaboration
batch_020819,40,2,3,4,24027,5.7561,15,10,3,4,8,11,0,batch_020819 40 2,53,collaboration
batch_020819,40,2,3,4,10010,5.922933333,16,10,3,4,9,11,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,33038,6.006383333,12,10,3,4,9,12,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,12016,6.1232,17,10,3,4,10,12,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,15037,6.257,13,10,3,4,10,13,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,13049,6.340683333,18,10,3,4,11,13,0,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,23056,6.641266667,14,10,3,4,11,14,0,batch_020819 40 1,52,collaboration
batch_020819,40,2,3,4,31061,6.858366667,19,10,3,4,12,14,0,batch_020819 40 2,53,collaboration
batch_020819,40,2,5,6,19045,7.50945,20,10,3,4,12,14,1,batch_020819 40 2,53,collaboration
batch_020819,40,2,5,6,16017,7.7764,21,10,3,4,12,14,2,batch_020819 40 2,53,collaboration
batch_020819,40,2,5,6,12024,7.9768,22,10,3,4,12,14,3,batch_020819 40 2,53,collaboration
batch_020819,40,2,5,6,11013,8.16035,23,10,3,4,12,14,4,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,96161,8.24395,15,10,3,4,12,15,4,batch_020819 40 1,52,collaboration
batch_020819,40,2,5,6,21035,8.510933333,24,10,3,4,12,15,5,batch_020819 40 2,53,collaboration
batch_020819,40,2,5,6,13020,8.727933333,25,10,3,4,12,15,6,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,42066,8.94505,16,10,3,4,12,16,6,batch_020819 40 1,52,collaboration
batch_020819,40,2,5,6,13027,8.94505,26,10,3,4,12,16,7,batch_020819 40 2,53,collaboration
batch_020819,40,2,5,6,12020,9.145383333,27,10,3,4,12,16,8,batch_020819 40 2,53,collaboration
batch_020819,40,2,5,6,9012,9.295583333,28,10,3,4,12,16,9,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,24034,9.345616667,17,10,3,4,12,17,9,batch_020819 40 1,52,collaboration
batch_020819,40,2,5,6,6006,9.395683333,29,10,3,4,12,17,10,batch_020819 40 2,53,collaboration
batch_020819,40,1,4,5,15029,9.5961,18,10,3,4,12,18,10,batch_020819 40 1,52,collaboration
batch_020819,40,1,4,5,16089,9.86425,19,10,3,4,12,19,10,batch_020819 40 1,52,collaboration
batch_041119,1,1,2,1,26037,0.68285,1,1,0,0,0,0,0,batch_041119 1 1,67,collaboration
batch_041119,1,3,6,5,16048,1.099966667,1,1,0,0,0,1,0,batch_041119 1 3,69,collaboration
batch_041119,1,2,4,3,19027,1.333483333,1,1,0,1,0,1,0,batch_041119 1 2,68,collaboration
batch_041119,1,3,6,5,24020,1.5003,2,1,0,1,0,2,0,batch_041119 1 3,69,collaboration
batch_041119,1,1,1,4,29029,1.516966667,2,1,0,1,1,2,0,batch_041119 1 1,67,collaboration
batch_041119,1,2,4,3,15014,1.583716667,2,1,0,2,1,2,0,batch_041119 1 2,68,collaboration
batch_041119,1,1,1,4,8010,1.650466667,3,1,0,2,2,2,0,batch_041119 1 1,67,collaboration
batch_041119,1,3,6,5,23014,1.883866667,3,1,0,2,2,3,0,batch_041119 1 3,69,collaboration
batch_041119,1,3,6,5,14014,2.117433333,4,1,0,2,2,4,0,batch_041119 1 3,69,collaboration
batch_041119,1,2,4,3,33024,2.134116667,3,1,0,3,2,4,0,batch_041119 1 2,68,collaboration
batch_041119,1,1,1,4,30020,2.1508,4,1,0,3,3,4,0,batch_041119 1 1,67,collaboration
batch_041119,1,3,6,5,17018,2.401066667,5,1,0,3,3,5,0,batch_041119 1 3,69,collaboration
batch_041119,1,1,1,4,19019,2.467783333,5,1,0,3,4,5,0,batch_041119 1 1,67,collaboration
batch_041119,1,3,6,5,10007,2.56785,6,1,0,3,4,6,0,batch_041119 1 3,69,collaboration
batch_041119,1,1,1,4,13011,2.684633333,6,1,0,3,5,6,0,batch_041119 1 1,67,collaboration
batch_041119,1,3,6,5,10009,2.734666667,7,1,0,3,5,7,0,batch_041119 1 3,69,collaboration
batch_041119,1,2,5,6,21023,2.76805,4,1,0,3,5,7,1,batch_041119 1 2,68,collaboration
batch_041119,1,2,5,6,13019,2.985033333,5,1,0,3,5,7,2,batch_041119 1 2,68,collaboration
batch_041119,1,2,5,6,19019,3.302016667,6,1,0,3,5,7,3,batch_041119 1 2,68,collaboration
batch_041119,1,1,3,2,30043,3.468833333,7,1,1,3,5,7,3,batch_041119 1 1,67,collaboration
batch_041119,1,2,5,6,19017,3.618966667,7,1,1,3,5,7,4,batch_041119 1 2,68,collaboration
batch_041119,1,3,1,4,16040,3.65235,8,1,1,3,6,7,4,batch_041119 1 3,69,collaboration
batch_041119,1,2,5,6,12011,3.81915,8,1,1,3,6,7,5,batch_041119 1 2,68,collaboration
batch_041119,1,2,5,6,13014,4.03605,9,1,1,3,6,7,6,batch_041119 1 2,68,collaboration
batch_041119,1,3,1,4,24023,4.052733333,9,1,1,3,7,7,6,batch_041119 1 3,69,collaboration
batch_041119,1,2,5,6,10008,4.20285,10,1,1,3,7,7,7,batch_041119 1 2,68,collaboration
batch_041119,1,1,3,2,45041,4.219516667,8,1,2,3,7,7,7,batch_041119 1 1,67,collaboration
batch_041119,1,2,5,6,13011,4.4197,11,1,2,3,7,7,8,batch_041119 1 2,68,collaboration
batch_041119,1,1,3,2,15015,4.469766667,9,1,3,3,7,7,8,batch_041119 1 1,67,collaboration
batch_041119,1,3,1,4,28027,4.51985,10,1,3,3,8,7,8,batch_041119 1 3,69,collaboration
batch_041119,1,2,5,6,13018,4.636666667,12,1,3,3,8,7,9,batch_041119 1 2,68,collaboration
batch_041119,1,1,3,2,18022,4.770133333,10,1,4,3,8,7,9,batch_041119 1 1,67,collaboration
batch_041119,1,3,1,4,21024,4.87025,11,1,4,3,9,7,9,batch_041119 1 3,69,collaboration
batch_041119,1,2,5,6,20021,4.97035,13,1,4,3,9,7,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,1,4,16018,5.137216667,12,1,4,3,10,7,10,batch_041119 1 3,69,collaboration
batch_041119,1,2,6,5,22029,5.737883333,14,1,4,3,10,8,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,2,1,22029,5.871366667,13,2,4,3,10,8,10,batch_041119 1 3,69,collaboration
batch_041119,1,2,6,5,11012,5.921416667,15,2,4,3,10,9,10,batch_041119 1 2,68,collaboration
batch_041119,1,2,6,5,7008,6.038216667,16,2,4,3,10,10,10,batch_041119 1 2,68,collaboration
batch_041119,1,1,4,3,36045,6.12165,11,2,4,4,10,10,10,batch_041119 1 1,67,collaboration
batch_041119,1,2,6,5,10012,6.205083333,17,2,4,4,10,11,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,2,1,25031,6.28855,14,3,4,4,10,11,10,batch_041119 1 3,69,collaboration
batch_041119,1,2,6,5,13020,6.422083333,18,3,4,4,10,12,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,2,1,14021,6.522233333,15,4,4,4,10,12,10,batch_041119 1 3,69,collaboration
batch_041119,1,1,4,3,30044,6.622383333,12,4,4,5,10,12,10,batch_041119 1 1,67,collaboration
batch_041119,1,2,6,5,16022,6.689116667,19,4,4,5,10,13,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,2,1,16020,6.789233333,16,5,4,5,10,13,10,batch_041119 1 3,69,collaboration
batch_041119,1,1,4,3,19021,6.9394,13,5,4,6,10,13,10,batch_041119 1 1,67,collaboration
batch_041119,1,2,6,5,25026,7.106216667,20,5,4,6,10,14,10,batch_041119 1 2,68,collaboration
batch_041119,1,1,3,2,19030,7.406633333,14,5,5,6,10,14,10,batch_041119 1 1,67,collaboration
batch_041119,1,3,4,3,14030,7.456683333,17,5,5,7,10,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,3,4,3,26025,7.890433333,18,5,5,8,10,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,3,4,3,16022,8.157466667,19,5,5,9,10,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,3,4,3,9009,8.307616667,20,5,5,10,10,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,3,4,3,12010,8.507783333,21,5,5,11,10,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,2,1,4,31041,8.624633333,21,5,5,11,11,14,10,batch_041119 1 2,68,collaboration
batch_041119,1,2,1,4,20050,8.9588,22,5,5,11,12,14,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,4,3,33069,9.058933333,22,5,5,12,12,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,3,4,3,8008,9.1924,23,5,5,13,12,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,1,3,2,18036,9.225766667,15,5,6,13,12,14,10,batch_041119 1 1,67,collaboration
batch_041119,1,3,4,3,7006,9.309166667,24,5,6,14,12,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,2,1,4,22024,9.325866667,23,5,6,14,13,14,10,batch_041119 1 2,68,collaboration
batch_041119,1,2,1,4,12019,9.526183333,24,5,6,14,14,14,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,4,3,15028,9.559633333,25,5,6,15,14,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,2,1,4,13029,9.743333333,25,5,6,15,15,14,10,batch_041119 1 2,68,collaboration
batch_041119,1,3,4,3,15034,9.8102,26,5,6,16,15,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,3,4,3,9022,9.960566667,27,5,6,17,15,14,10,batch_041119 1 3,69,collaboration
batch_041119,1,2,1,4,14036,9.977266667,26,5,6,17,16,14,10,batch_041119 1 2,68,collaboration
batch_061619,101,3,1,4,13014,0.323333333,1,0,0,0,1,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,1,4,13016,0.356716667,1,0,0,0,2,0,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,1,4,9010,0.4735,2,0,0,0,3,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,1,4,8008,0.490183333,2,0,0,0,4,0,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,1,4,4006,0.540266667,3,0,0,0,5,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,1,4,10015,0.6571,3,0,0,0,6,0,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,1,4,11014,0.723833333,4,0,0,0,7,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,2,2,1,42049,1.024016667,1,1,0,0,7,0,0,batch_061619 101 2,71,collaboration
batch_061619,101,1,1,4,24018,1.0574,4,1,0,0,8,0,0,batch_061619 101 1,70,collaboration
batch_061619,101,2,2,1,15017,1.2743,2,2,0,0,8,0,0,batch_061619 101 2,71,collaboration
batch_061619,101,1,1,4,19021,1.374416667,5,2,0,0,9,0,0,batch_061619 101 1,70,collaboration
batch_061619,101,2,2,1,6007,1.374416667,3,3,0,0,9,0,0,batch_061619 101 2,71,collaboration
batch_061619,101,3,2,1,30032,1.474516667,5,4,0,0,9,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,3,2,1,8011,1.608033333,6,5,0,0,9,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,2,1,28060,1.99215,6,6,0,0,9,0,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,3,2,20051,2.109033333,7,6,1,0,9,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,2,2,1,47082,2.159116667,4,7,1,0,9,0,0,batch_061619 101 2,71,collaboration
batch_061619,101,1,3,2,10028,2.3094,7,7,2,0,9,0,0,batch_061619 101 1,70,collaboration
batch_061619,101,2,2,1,10018,2.326083333,5,8,2,0,9,0,0,batch_061619 101 2,71,collaboration
batch_061619,101,3,3,2,14025,2.342783333,8,8,3,0,9,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,10026,2.509883333,9,8,4,0,9,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,8015,2.643466667,10,8,5,0,9,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,8019,2.777116667,11,8,6,0,9,0,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,4,5,18051,3.02765,8,8,6,0,9,1,0,batch_061619 101 1,70,collaboration
batch_061619,101,2,4,5,27075,3.161183333,6,8,6,0,9,2,0,batch_061619 101 2,71,collaboration
batch_061619,101,1,4,5,17027,3.311433333,9,8,6,0,9,3,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,5,3,18048,3.361533333,12,8,6,1,9,3,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,4,5,7016,3.428366667,10,8,6,1,9,4,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,5,3,6013,3.46175,13,8,6,2,9,4,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,4,5,8018,3.562,11,8,6,2,9,5,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,5,3,6015,3.562,14,8,6,3,9,5,0,batch_061619 101 3,72,collaboration
batch_061619,101,2,4,5,27057,3.612133333,7,8,6,3,9,6,0,batch_061619 101 2,71,collaboration
batch_061619,101,3,5,3,6020,3.662333333,15,8,6,4,9,6,0,batch_061619 101 3,72,collaboration
batch_061619,101,1,4,5,9025,3.712416667,12,8,6,4,9,7,0,batch_061619 101 1,70,collaboration
batch_061619,101,1,4,5,6017,3.8127,13,8,6,4,9,8,0,batch_061619 101 1,70,collaboration
batch_061619,101,2,4,5,16046,3.879566667,8,8,6,4,9,9,0,batch_061619 101 2,71,collaboration
batch_061619,101,2,4,5,6020,3.9799,9,8,6,4,9,10,0,batch_061619 101 2,71,collaboration
batch_061619,101,1,4,5,16053,4.08025,14,8,6,4,9,11,0,batch_061619 101 1,70,collaboration
batch_061619,101,3,6,6,19075,4.180483333,16,8,6,4,9,11,1,batch_061619 101 3,72,collaboration
batch_061619,101,1,4,5,12027,4.2807,15,8,6,4,9,12,1,batch_061619 101 1,70,collaboration
batch_061619,101,3,6,6,12025,4.3809,17,8,6,4,9,12,2,batch_061619 101 3,72,collaboration
batch_061619,101,1,4,5,10021,4.447716667,16,8,6,4,9,13,2,batch_061619 101 1,70,collaboration
batch_061619,101,3,6,6,9027,4.53135,18,8,6,4,9,13,3,batch_061619 101 3,72,collaboration
batch_061619,101,1,4,5,8026,4.581483333,17,8,6,4,9,14,3,batch_061619 101 1,70,collaboration
batch_061619,101,3,6,6,10032,4.69855,19,8,6,4,9,14,4,batch_061619 101 3,72,collaboration
batch_061619,101,3,6,6,14074,4.933116667,20,8,6,4,9,14,5,batch_061619 101 3,72,collaboration
batch_061619,101,1,5,3,19108,5.066933333,18,8,6,5,9,14,5,batch_061619 101 1,70,collaboration
batch_061619,101,2,5,3,36165,5.1004,10,8,6,6,9,14,5,batch_061619 101 2,71,collaboration
batch_061619,101,3,6,6,10037,5.1004,21,8,6,6,9,14,6,batch_061619 101 3,72,collaboration
batch_061619,101,1,5,3,6020,5.167266667,19,8,6,7,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,1,5,3,5011,5.250783333,20,8,6,8,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,2,5,3,12035,5.300983333,11,8,6,9,9,14,6,batch_061619 101 2,71,collaboration
batch_061619,101,1,5,3,8024,5.384516667,21,8,6,10,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,2,5,3,7018,5.41795,12,8,6,11,9,14,6,batch_061619 101 2,71,collaboration
batch_061619,101,1,5,3,7035,5.501766667,22,8,6,12,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,1,5,3,4016,5.5687,23,8,6,13,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,1,5,3,17066,5.853133333,24,8,6,14,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,2,5,3,28120,5.886616667,13,8,6,15,9,14,6,batch_061619 101 2,71,collaboration
batch_061619,101,1,5,3,11039,6.037116667,25,8,6,16,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,2,5,3,13043,6.104,14,8,6,17,9,14,6,batch_061619 101 2,71,collaboration
batch_061619,101,1,5,3,6020,6.13745,26,8,6,18,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,1,5,3,9025,6.287866667,27,8,6,19,9,14,6,batch_061619 101 1,70,collaboration
batch_061619,101,2,5,3,14043,6.33805,15,8,6,20,9,14,6,batch_061619 101 2,71,collaboration
batch_061619,101,2,5,3,9026,6.488483333,16,8,6,21,9,14,6,batch_061619 101 2,71,collaboration
batch_061619,101,2,5,3,23063,6.872866667,17,8,6,22,9,14,6,batch_061619 101 2,71,collaboration
batch_061619,101,1,6,6,16058,6.906283333,28,8,6,22,9,14,7,batch_061619 101 1,70,collaboration
batch_061619,101,1,6,6,5015,6.989866667,29,8,6,22,9,14,8,batch_061619 101 1,70,collaboration
batch_061619,101,1,6,6,7024,7.106933333,30,8,6,22,9,14,9,batch_061619 101 1,70,collaboration
batch_061619,101,3,3,2,8070,7.123633333,22,8,7,22,9,14,9,batch_061619 101 3,72,collaboration
batch_061619,101,1,6,6,6016,7.2072,31,8,7,22,9,14,10,batch_061619 101 1,70,collaboration
batch_061619,101,1,6,6,5015,7.290783333,32,8,7,22,9,14,11,batch_061619 101 1,70,collaboration
batch_061619,101,3,3,2,15040,7.3743,23,8,8,22,9,14,11,batch_061619 101 3,72,collaboration
batch_061619,101,1,6,6,10022,7.457816667,33,8,8,22,9,14,12,batch_061619 101 1,70,collaboration
batch_061619,101,2,5,3,38106,7.507966667,18,8,8,23,9,14,12,batch_061619 101 2,71,collaboration
batch_061619,101,1,6,6,10034,7.62505,34,8,8,23,9,14,13,batch_061619 101 1,70,collaboration
batch_061619,101,3,3,2,18053,7.675183333,24,8,9,23,9,14,13,batch_061619 101 3,72,collaboration
batch_061619,101,1,6,6,5012,7.708583333,35,8,9,23,9,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,3,3,2,13037,7.892466667,25,8,10,23,9,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,8026,8.026233333,26,8,11,23,9,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,8025,8.159983333,27,8,12,23,9,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,12035,8.360566667,28,8,13,23,9,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,1,1,4,7099,8.444183333,36,8,13,23,10,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,3,3,2,13040,8.5779,29,8,14,23,10,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,1,1,4,9028,8.59465,37,8,14,23,11,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,1,1,4,7024,8.711716667,38,8,14,23,12,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,3,3,2,12040,8.778566667,30,8,15,23,12,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,6020,8.8789,31,8,16,23,12,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,1,1,4,14042,8.94575,39,8,16,23,13,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,1,1,4,6019,9.046066667,40,8,16,23,14,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,2,2,1,69261,9.112933333,19,9,16,23,14,14,14,batch_061619 101 2,71,collaboration
batch_061619,101,3,3,2,14042,9.112933333,32,9,17,23,14,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,3,3,2,12046,9.3137,33,9,18,23,14,14,14,batch_061619 101 3,72,collaboration
batch_061619,101,1,1,4,33122,9.5981,41,9,18,23,15,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,1,1,4,14055,9.83235,42,9,18,23,16,14,14,batch_061619 101 1,70,collaboration
batch_061619,101,2,2,1,44168,9.849066667,20,10,18,23,16,14,14,batch_061619 101 2,71,collaboration
