batch,gameID,player,loc,image,interval,time,ntags,ntag_image1,ntag_image2,ntag_image3,ntag_image4,ntag_image5,ntag_image6,uniqueID,ind,condition
batch_012219,2,2,2,4,12018,0.398633333,1,0,0,0,1,0,0,batch_012219 2 2,5,collaboration
batch_012219,2,1,2,4,9015,0.448666667,1,0,0,0,2,0,0,batch_012219 2 1,4,collaboration
batch_012219,2,2,2,4,11012,0.582166667,2,0,0,0,3,0,0,batch_012219 2 2,5,collaboration
batch_012219,2,3,1,3,19022,0.715616667,1,0,0,1,3,0,0,batch_012219 2 3,6,collaboration
batch_012219,2,1,2,4,22025,0.81575,2,0,0,1,4,0,0,batch_012219 2 1,4,collaboration
batch_012219,2,2,2,4,15016,0.832433333,3,0,0,1,5,0,0,batch_012219 2 2,5,collaboration
batch_012219,2,3,1,3,23023,1.099333333,2,0,0,2,5,0,0,batch_012219 2 3,6,collaboration
batch_012219,2,1,2,4,19016,1.132683333,3,0,0,2,6,0,0,batch_012219 2 1,4,collaboration
batch_012219,2,2,3,5,18022,1.29955,4,0,0,2,6,1,0,batch_012219 2 2,5,collaboration
batch_012219,2,3,1,3,19019,1.416316667,3,0,0,3,6,1,0,batch_012219 2 3,6,collaboration
batch_012219,2,1,2,4,22024,1.49975,4,0,0,3,7,1,0,batch_012219 2 1,4,collaboration
batch_012219,2,1,2,4,11011,1.683266667,5,0,0,3,8,1,0,batch_012219 2 1,4,collaboration
batch_012219,2,2,3,5,25024,1.716616667,5,0,0,3,8,2,0,batch_012219 2 2,5,collaboration
batch_012219,2,3,1,3,18018,1.716616667,4,0,0,4,8,2,0,batch_012219 2 3,6,collaboration
batch_012219,2,2,3,5,7007,1.8334,6,0,0,4,8,3,0,batch_012219 2 2,5,collaboration
batch_012219,2,1,2,4,11010,1.866766667,6,0,0,4,9,3,0,batch_012219 2 1,4,collaboration
batch_012219,2,3,1,3,11010,1.900116667,5,0,0,5,9,3,0,batch_012219 2 3,6,collaboration
batch_012219,2,1,2,4,12009,2.066916667,7,0,0,5,10,3,0,batch_012219 2 1,4,collaboration
batch_012219,2,2,3,5,22020,2.2004,7,0,0,5,10,4,0,batch_012219 2 2,5,collaboration
batch_012219,2,3,1,3,25024,2.317183333,6,0,0,6,10,4,0,batch_012219 2 3,6,collaboration
batch_012219,2,1,2,4,22021,2.433933333,8,0,0,6,11,4,0,batch_012219 2 1,4,collaboration
batch_012219,2,2,4,1,26032,2.801016667,8,1,0,6,11,4,0,batch_012219 2 2,5,collaboration
batch_012219,2,2,5,6,21012,3.45145,9,1,0,6,11,4,1,batch_012219 2 2,5,collaboration
batch_012219,2,1,6,2,19026,3.468133333,9,1,1,6,11,4,1,batch_012219 2 1,4,collaboration
batch_012219,2,1,6,2,14013,3.701683333,10,1,2,6,11,4,1,batch_012219 2 1,4,collaboration
batch_012219,2,3,3,5,26029,3.751733333,7,1,2,6,11,5,1,batch_012219 2 3,6,collaboration
batch_012219,2,1,6,2,12012,3.901883333,11,1,3,6,11,5,1,batch_012219 2 1,4,collaboration
batch_012219,2,2,6,2,14019,4.035366667,10,1,4,6,11,5,1,batch_012219 2 2,5,collaboration
batch_012219,2,1,6,2,9010,4.05205,12,1,5,6,11,5,1,batch_012219 2 1,4,collaboration
batch_012219,2,1,6,2,11010,4.23555,13,1,6,6,11,5,1,batch_012219 2 1,4,collaboration
batch_012219,2,3,3,5,32033,4.285616667,8,1,6,6,11,6,1,batch_012219 2 3,6,collaboration
batch_012219,2,1,6,2,10011,4.4024,14,1,7,6,11,6,1,batch_012219 2 1,4,collaboration
batch_012219,2,3,3,5,15014,4.53585,9,1,7,6,11,7,1,batch_012219 2 3,6,collaboration
batch_012219,2,1,6,2,10009,4.569216667,15,1,8,6,11,7,1,batch_012219 2 1,4,collaboration
batch_012219,2,2,5,6,9009,4.736,11,1,8,6,11,7,2,batch_012219 2 2,5,collaboration
batch_012219,2,2,5,6,17020,5.019666667,12,1,8,6,11,7,3,batch_012219 2 2,5,collaboration
batch_012219,2,1,6,2,34038,5.136516667,16,1,9,6,11,7,3,batch_012219 2 1,4,collaboration
batch_012219,2,1,6,2,4003,5.203233333,17,1,10,6,11,7,3,batch_012219 2 1,4,collaboration
batch_012219,2,1,6,2,4004,5.269966667,18,1,11,6,11,7,3,batch_012219 2 1,4,collaboration
batch_012219,2,2,5,6,19022,5.3367,13,1,11,6,11,7,4,batch_012219 2 2,5,collaboration
batch_012219,2,1,6,2,7007,5.38675,19,1,12,6,11,7,4,batch_012219 2 1,4,collaboration
batch_012219,2,3,5,6,14018,5.38675,10,1,12,6,11,7,5,batch_012219 2 3,6,collaboration
batch_012219,2,2,5,6,16025,5.603783333,14,1,12,6,11,7,6,batch_012219 2 2,5,collaboration
batch_012219,2,2,5,6,9026,5.754216667,15,1,12,6,11,7,7,batch_012219 2 2,5,collaboration
batch_012219,2,3,5,6,23051,5.770933333,11,1,12,6,11,7,8,batch_012219 2 3,6,collaboration
batch_012219,2,1,4,1,36095,6.2385,20,2,12,6,11,7,8,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,4004,6.305233333,21,3,12,6,11,7,8,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,4010,6.372066667,22,4,12,6,11,7,8,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,5018,6.4557,23,5,12,6,11,7,8,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,6006,6.5558,24,6,12,6,11,7,8,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,7008,6.6726,25,7,12,6,11,7,8,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,7010,6.789433333,26,8,12,6,11,7,8,batch_012219 2 1,4,collaboration
batch_012219,2,3,5,6,75137,7.023216667,12,8,12,6,11,7,9,batch_012219 2 3,6,collaboration
batch_012219,2,2,1,3,20040,7.139983333,16,8,12,7,11,7,9,batch_012219 2 2,5,collaboration
batch_012219,2,2,1,3,22027,7.5071,17,8,12,8,11,7,9,batch_012219 2 2,5,collaboration
batch_012219,2,1,4,1,45063,7.540483333,27,9,12,8,11,7,9,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,9010,7.69065,28,10,12,8,11,7,9,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,5008,7.774116667,29,11,12,8,11,7,9,batch_012219 2 1,4,collaboration
batch_012219,2,2,1,3,21045,7.85785,18,11,12,9,11,7,9,batch_012219 2 2,5,collaboration
batch_012219,2,1,4,1,8030,7.90795,30,12,12,9,11,7,9,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,5007,7.9914,31,13,12,9,11,7,9,batch_012219 2 1,4,collaboration
batch_012219,2,3,2,4,19052,8.041466667,13,13,12,9,12,7,9,batch_012219 2 3,6,collaboration
batch_012219,2,3,2,4,18032,8.342,14,13,12,9,13,7,9,batch_012219 2 3,6,collaboration
batch_012219,2,1,4,1,25040,8.408733333,32,14,12,9,13,7,9,batch_012219 2 1,4,collaboration
batch_012219,2,3,2,4,25031,8.759183333,15,14,12,9,14,7,9,batch_012219 2 3,6,collaboration
batch_012219,2,2,3,5,34055,9.026183333,19,14,12,9,14,8,9,batch_012219 2 2,5,collaboration
batch_012219,2,1,4,1,46074,9.176633333,33,15,12,9,14,8,9,batch_012219 2 1,4,collaboration
batch_012219,2,1,4,1,7008,9.293433333,34,16,12,9,14,8,9,batch_012219 2 1,4,collaboration
batch_012219,2,3,2,4,33057,9.310133333,16,16,12,9,15,8,9,batch_012219 2 3,6,collaboration
batch_012219,2,2,3,5,22044,9.393583333,20,16,12,9,15,9,9,batch_012219 2 2,5,collaboration
batch_012219,3,1,1,2,17034,0.621033333,1,0,1,0,0,0,0,batch_012219 3 1,7,collaboration
batch_012219,3,2,2,3,23135,0.654416667,1,0,1,1,0,0,0,batch_012219 3 2,8,collaboration
batch_012219,3,1,1,2,15030,0.871533333,2,0,2,1,0,0,0,batch_012219 3 1,7,collaboration
batch_012219,3,2,2,3,13027,0.871533333,2,0,2,2,0,0,0,batch_012219 3 2,8,collaboration
batch_012219,3,3,4,1,33238,0.956083333,1,1,2,2,0,0,0,batch_012219 3 3,9,collaboration
batch_012219,3,2,2,3,10106,1.039966667,3,1,2,3,0,0,0,batch_012219 3 2,8,collaboration
batch_012219,3,3,4,1,6034,1.05665,2,2,2,3,0,0,0,batch_012219 3 3,9,collaboration
batch_012219,3,3,4,1,5016,1.14025,3,3,2,3,0,0,0,batch_012219 3 3,9,collaboration
batch_012219,3,1,1,2,24157,1.27415,3,3,3,3,0,0,0,batch_012219 3 1,7,collaboration
batch_012219,3,2,2,3,24082,1.441333333,4,3,3,4,0,0,0,batch_012219 3 2,8,collaboration
batch_012219,3,3,5,5,34202,1.944216667,4,3,3,4,0,1,0,batch_012219 3 3,9,collaboration
batch_012219,3,1,1,2,46237,2.044766667,4,3,4,4,0,1,0,batch_012219 3 1,7,collaboration
batch_012219,3,2,2,3,38229,2.078483333,5,3,4,5,0,1,0,batch_012219 3 2,8,collaboration
batch_012219,3,3,5,5,16085,2.2123,5,3,4,5,0,2,0,batch_012219 3 3,9,collaboration
batch_012219,3,3,5,5,14057,2.446583333,6,3,4,5,0,3,0,batch_012219 3 3,9,collaboration
batch_012219,3,2,2,3,25104,2.496883333,6,3,4,6,0,3,0,batch_012219 3 2,8,collaboration
batch_012219,3,3,5,5,12052,2.64745,7,3,4,6,0,4,0,batch_012219 3 3,9,collaboration
batch_012219,3,1,1,2,50216,2.8817,5,3,5,6,0,4,0,batch_012219 3 1,7,collaboration
batch_012219,3,3,5,5,16062,2.91515,8,3,5,6,0,5,0,batch_012219 3 3,9,collaboration
batch_012219,3,3,5,5,20081,3.249833333,9,3,5,6,0,6,0,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,19128,4.037233333,10,3,5,6,1,6,0,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,15078,4.288533333,11,3,5,6,2,6,0,batch_012219 3 3,9,collaboration
batch_012219,3,1,3,6,16126,4.4563,6,3,5,6,2,6,1,batch_012219 3 1,7,collaboration
batch_012219,3,3,6,4,18092,4.590066667,12,3,5,6,3,6,1,batch_012219 3 3,9,collaboration
batch_012219,3,1,3,6,14057,4.690583333,7,3,5,6,3,6,2,batch_012219 3 1,7,collaboration
batch_012219,3,3,6,4,11072,4.7746,13,3,5,6,4,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,20103,5.10965,14,3,5,6,5,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,12087,5.3111,15,3,5,6,6,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,12068,5.512233333,16,3,5,6,7,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,14080,5.7469,17,3,5,6,8,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,11112,5.9321,18,3,5,6,9,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,21145,6.284516667,19,3,5,6,10,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,15146,6.53695,20,3,5,6,11,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,14162,6.772983333,21,3,5,6,12,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,6,4,11087,6.957766667,22,3,5,6,13,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,4,1,25248,7.696433333,23,4,5,6,13,6,2,batch_012219 3 3,9,collaboration
batch_012219,3,3,4,1,15053,7.947316667,24,5,5,6,13,6,2,batch_012219 3 3,9,collaboration
batch_012219,4,1,3,4,15120,0.5256,1,0,0,0,1,0,0,batch_012219 4 1,10,collaboration
batch_012219,4,3,2,6,18113,0.542333333,1,0,0,0,1,0,1,batch_012219 4 3,12,collaboration
batch_012219,4,1,3,4,10056,0.6932,2,0,0,0,2,0,1,batch_012219 4 1,10,collaboration
batch_012219,4,2,1,1,46236,0.877533333,1,1,0,0,2,0,1,batch_012219 4 2,11,collaboration
batch_012219,4,3,2,6,22120,0.911,2,1,0,0,2,0,2,batch_012219 4 3,12,collaboration
batch_012219,4,1,3,4,23137,1.078816667,3,1,0,0,3,0,2,batch_012219 4 1,10,collaboration
batch_012219,4,3,2,6,11072,1.095533333,3,1,0,0,3,0,3,batch_012219 4 3,12,collaboration
batch_012219,4,2,1,1,25116,1.296133333,2,2,0,0,3,0,3,batch_012219 4 2,11,collaboration
batch_012219,4,1,3,4,21099,1.430466667,4,2,0,0,4,0,3,batch_012219 4 1,10,collaboration
batch_012219,4,3,2,6,27144,1.547933333,4,2,0,0,4,0,4,batch_012219 4 3,12,collaboration
batch_012219,4,2,1,1,11068,1.614933333,3,3,0,0,4,0,4,batch_012219 4 2,11,collaboration
batch_012219,4,3,2,6,15067,1.79905,5,3,0,0,4,0,5,batch_012219 4 3,12,collaboration
batch_012219,4,3,2,6,13070,2.016883333,6,3,0,0,4,0,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,5,3,14203,2.285316667,4,3,0,1,4,0,6,batch_012219 4 2,11,collaboration
batch_012219,4,2,5,3,7053,2.402866667,5,3,0,2,4,0,6,batch_012219 4 2,11,collaboration
batch_012219,4,1,6,2,30268,2.553516667,5,3,1,2,4,0,6,batch_012219 4 1,10,collaboration
batch_012219,4,3,4,5,23212,2.670866667,7,3,1,2,4,1,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,5,3,18101,2.70455,6,3,1,3,4,1,6,batch_012219 4 2,11,collaboration
batch_012219,4,1,6,2,14084,2.78825,6,3,2,3,4,1,6,batch_012219 4 1,10,collaboration
batch_012219,4,1,6,2,10069,2.956066667,7,3,3,3,4,1,6,batch_012219 4 1,10,collaboration
batch_012219,4,3,4,5,18116,2.9728,8,3,3,3,4,2,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,5,3,22169,3.074033333,7,3,3,4,4,2,6,batch_012219 4 2,11,collaboration
batch_012219,4,3,4,5,10095,3.14105,9,3,3,4,4,3,6,batch_012219 4 3,12,collaboration
batch_012219,4,1,6,2,13112,3.1746,8,3,4,4,4,3,6,batch_012219 4 1,10,collaboration
batch_012219,4,3,4,5,22158,3.51035,10,3,4,4,4,4,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,5,3,30227,3.577816667,8,3,4,5,4,4,6,batch_012219 4 2,11,collaboration
batch_012219,4,2,5,3,5060,3.66215,9,3,4,6,4,4,6,batch_012219 4 2,11,collaboration
batch_012219,4,3,4,5,12128,3.712483333,11,3,4,6,4,5,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,5,3,9141,3.8145,10,3,4,7,4,5,6,batch_012219 4 2,11,collaboration
batch_012219,4,3,4,5,17183,3.998866667,12,3,4,7,4,6,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,5,3,15093,4.06605,11,3,4,8,4,6,6,batch_012219 4 2,11,collaboration
batch_012219,4,2,5,3,8073,4.2006,12,3,4,9,4,6,6,batch_012219 4 2,11,collaboration
batch_012219,4,3,4,5,14117,4.23415,13,3,4,9,4,7,6,batch_012219 4 3,12,collaboration
batch_012219,4,3,4,5,19185,4.5539,14,3,4,9,4,8,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,6,2,20172,4.721266667,13,3,5,9,4,8,6,batch_012219 4 2,11,collaboration
batch_012219,4,2,6,2,9029,4.87175,14,3,6,9,4,8,6,batch_012219 4 2,11,collaboration
batch_012219,4,3,3,4,29150,5.2401,15,3,6,9,5,8,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,3,4,13213,5.559483333,15,3,6,9,6,8,6,batch_012219 4 2,11,collaboration
batch_012219,4,3,3,4,20167,5.576216667,16,3,6,9,7,8,6,batch_012219 4 3,12,collaboration
batch_012219,4,2,3,4,9025,5.7099,16,3,6,9,8,8,6,batch_012219 4 2,11,collaboration
batch_012219,4,2,3,4,29102,6.194933333,17,3,6,9,9,8,6,batch_012219 4 2,11,collaboration
batch_012219,4,3,2,6,45154,6.964016667,17,3,6,9,9,8,7,batch_012219 4 3,12,collaboration
batch_012219,4,2,2,6,25094,7.164416667,18,3,6,9,9,8,8,batch_012219 4 2,11,collaboration
batch_012219,4,3,2,6,18047,7.2648,18,3,6,9,9,8,9,batch_012219 4 3,12,collaboration
batch_012219,4,2,2,6,14043,7.398466667,19,3,6,9,9,8,10,batch_012219 4 2,11,collaboration
batch_012219,4,2,2,6,16042,7.665833333,20,3,6,9,9,8,11,batch_012219 4 2,11,collaboration
batch_012219,4,3,1,1,26091,7.91665,19,4,6,9,9,8,11,batch_012219 4 3,12,collaboration
batch_012219,4,2,2,6,18060,7.966833333,21,4,6,9,9,8,12,batch_012219 4 2,11,collaboration
batch_012219,4,2,4,5,26099,8.668766667,22,4,6,9,9,9,12,batch_012219 4 2,11,collaboration
batch_012219,4,2,4,5,11025,8.852516667,23,4,6,9,9,10,12,batch_012219 4 2,11,collaboration
batch_012219,4,2,4,5,16063,9.120233333,24,4,6,9,9,11,12,batch_012219 4 2,11,collaboration
batch_012219,4,2,4,5,8015,9.253816667,25,4,6,9,9,12,12,batch_012219 4 2,11,collaboration
batch_012219,4,3,6,2,18129,9.454416667,20,4,7,9,9,12,12,batch_012219 4 3,12,collaboration
batch_012219,4,2,4,5,28084,9.721883333,26,4,7,9,9,13,12,batch_012219 4 2,11,collaboration
batch_012219,5,2,1,4,25109,0.5694,1,0,0,0,1,0,0,batch_012219 5 2,14,collaboration
batch_012219,5,3,1,4,18062,0.7534,1,0,0,0,2,0,0,batch_012219 5 3,15,collaboration
batch_012219,5,2,1,4,16050,0.8369,2,0,0,0,3,0,0,batch_012219 5 2,14,collaboration
batch_012219,5,3,1,4,13025,0.970483333,2,0,0,0,4,0,0,batch_012219 5 3,15,collaboration
batch_012219,5,1,3,2,28086,1.003933333,1,0,1,0,4,0,0,batch_012219 5 1,13,collaboration
batch_012219,5,2,1,4,21061,1.187916667,3,0,1,0,5,0,0,batch_012219 5 2,14,collaboration
batch_012219,5,1,3,2,14045,1.238016667,2,0,2,0,5,0,0,batch_012219 5 1,13,collaboration
batch_012219,5,3,1,4,18066,1.271583333,3,0,2,0,6,0,0,batch_012219 5 3,15,collaboration
batch_012219,5,3,1,4,13049,1.489066667,4,0,2,0,7,0,0,batch_012219 5 3,15,collaboration
batch_012219,5,2,1,4,22077,1.555866667,4,0,2,0,8,0,0,batch_012219 5 2,14,collaboration
batch_012219,5,1,3,2,21073,1.589233333,3,0,3,0,8,0,0,batch_012219 5 1,13,collaboration
batch_012219,5,1,3,2,15044,1.839966667,4,0,4,0,8,0,0,batch_012219 5 1,13,collaboration
batch_012219,5,2,1,4,29072,2.0404,5,0,4,0,9,0,0,batch_012219 5 2,14,collaboration
batch_012219,5,1,3,2,19054,2.157533333,5,0,5,0,9,0,0,batch_012219 5 1,13,collaboration
batch_012219,5,3,1,4,43112,2.2076,5,0,5,0,10,0,0,batch_012219 5 3,15,collaboration
batch_012219,5,2,1,4,18052,2.341266667,6,0,5,0,11,0,0,batch_012219 5 2,14,collaboration
batch_012219,5,1,4,6,25090,2.7592,6,0,5,0,11,0,1,batch_012219 5 1,13,collaboration
batch_012219,5,3,2,1,25088,2.859466667,6,1,5,0,11,0,1,batch_012219 5 3,15,collaboration
batch_012219,5,1,4,6,23058,3.1435,7,1,5,0,11,0,2,batch_012219 5 1,13,collaboration
batch_012219,5,3,2,1,26076,3.294066667,7,2,5,0,11,0,2,batch_012219 5 3,15,collaboration
batch_012219,5,1,4,6,15045,3.39425,8,2,5,0,11,0,3,batch_012219 5 1,13,collaboration
batch_012219,5,2,3,2,26094,3.410933333,7,2,6,0,11,0,3,batch_012219 5 2,14,collaboration
batch_012219,5,1,4,6,9034,3.544816667,9,2,6,0,11,0,4,batch_012219 5 1,13,collaboration
batch_012219,5,2,3,2,16064,3.678666667,8,2,7,0,11,0,4,batch_012219 5 2,14,collaboration
batch_012219,5,1,4,6,12043,3.745533333,10,2,7,0,11,0,5,batch_012219 5 1,13,collaboration
batch_012219,5,1,4,6,17042,4.029566667,11,2,7,0,11,0,6,batch_012219 5 1,13,collaboration
batch_012219,5,2,3,2,25058,4.0963,9,2,8,0,11,0,6,batch_012219 5 2,14,collaboration
batch_012219,5,1,4,6,6012,4.129766667,12,2,8,0,11,0,7,batch_012219 5 1,13,collaboration
batch_012219,5,1,4,6,13045,4.347183333,13,2,8,0,11,0,8,batch_012219 5 1,13,collaboration
batch_012219,5,1,4,6,17052,4.631383333,14,2,8,0,11,0,9,batch_012219 5 1,13,collaboration
batch_012219,5,2,3,2,38121,4.73165,10,2,9,0,11,0,9,batch_012219 5 2,14,collaboration
batch_012219,5,1,4,6,15046,4.88215,15,2,9,0,11,0,10,batch_012219 5 1,13,collaboration
batch_012219,5,1,5,3,15034,5.28285,16,2,9,1,11,0,10,batch_012219 5 1,13,collaboration
batch_012219,5,1,5,3,23043,5.6669,17,2,9,2,11,0,10,batch_012219 5 1,13,collaboration
batch_012219,5,1,5,3,10021,5.833916667,18,2,9,3,11,0,10,batch_012219 5 1,13,collaboration
batch_012219,5,1,5,3,14025,6.067666667,19,2,9,4,11,0,10,batch_012219 5 1,13,collaboration
batch_012219,5,1,5,3,6007,6.167783333,20,2,9,5,11,0,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,6,5,25068,6.167783333,11,2,9,5,11,1,10,batch_012219 5 2,14,collaboration
batch_012219,5,2,6,5,11029,6.3516,12,2,9,5,11,2,10,batch_012219 5 2,14,collaboration
batch_012219,5,1,5,3,14037,6.401733333,21,2,9,6,11,2,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,6,5,10017,6.51855,13,2,9,6,11,3,10,batch_012219 5 2,14,collaboration
batch_012219,5,1,5,3,12015,6.601983333,22,2,9,7,11,3,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,6,5,11027,6.702333333,14,2,9,7,11,4,10,batch_012219 5 2,14,collaboration
batch_012219,5,1,5,3,12040,6.80265,23,2,9,8,11,4,10,batch_012219 5 1,13,collaboration
batch_012219,5,1,5,3,13037,7.019933333,24,2,9,9,11,4,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,6,5,25068,7.120133333,15,2,9,9,11,5,10,batch_012219 5 2,14,collaboration
batch_012219,5,2,6,5,11021,7.303816667,16,2,9,9,11,6,10,batch_012219 5 2,14,collaboration
batch_012219,5,2,6,5,17043,7.587866667,17,2,9,9,11,7,10,batch_012219 5 2,14,collaboration
batch_012219,5,1,6,5,24087,7.721716667,25,2,9,9,11,8,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,6,5,24067,7.988983333,18,2,9,9,11,9,10,batch_012219 5 2,14,collaboration
batch_012219,5,1,6,5,23060,8.10605,26,2,9,9,11,10,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,6,5,28096,8.45725,19,2,9,9,11,11,10,batch_012219 5 2,14,collaboration
batch_012219,5,2,6,5,17078,8.741883333,20,2,9,9,11,12,10,batch_012219 5 2,14,collaboration
batch_012219,5,1,1,4,14186,9.210616667,27,2,9,9,12,12,10,batch_012219 5 1,13,collaboration
batch_012219,5,1,1,4,27152,9.66315,28,2,9,9,13,12,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,2,1,14168,9.696583333,21,3,9,9,13,12,10,batch_012219 5 2,14,collaboration
batch_012219,5,1,1,4,10038,9.83045,29,3,9,9,14,12,10,batch_012219 5 1,13,collaboration
batch_012219,5,2,2,1,9034,9.84715,22,4,9,9,14,12,10,batch_012219 5 2,14,collaboration
batch_012219,6,3,3,6,26127,0.759866667,1,0,0,0,0,0,1,batch_012219 6 3,18,collaboration
batch_012219,6,3,3,6,12030,0.960366667,2,0,0,0,0,0,2,batch_012219 6 3,18,collaboration
batch_012219,6,1,1,5,55171,1.060533333,1,0,0,0,0,1,2,batch_012219 6 1,16,collaboration
batch_012219,6,3,3,6,9014,1.1106,3,0,0,0,0,1,3,batch_012219 6 3,18,collaboration
batch_012219,6,3,3,6,10021,1.277616667,4,0,0,0,0,1,4,batch_012219 6 3,18,collaboration
batch_012219,6,1,1,5,19039,1.37785,2,0,0,0,0,2,4,batch_012219 6 1,16,collaboration
batch_012219,6,3,3,6,13024,1.494683333,5,0,0,0,0,2,5,batch_012219 6 3,18,collaboration
batch_012219,6,1,1,5,22040,1.745183333,3,0,0,0,0,3,5,batch_012219 6 1,16,collaboration
batch_012219,6,2,4,2,83238,1.845283333,1,0,1,0,0,3,5,batch_012219 6 2,17,collaboration
batch_012219,6,2,4,2,24046,2.24605,2,0,2,0,0,3,5,batch_012219 6 2,17,collaboration
batch_012219,6,1,1,5,49090,2.56335,4,0,2,0,0,4,5,batch_012219 6 1,16,collaboration
batch_012219,6,2,4,2,39089,2.897533333,3,0,3,0,0,4,5,batch_012219 6 2,17,collaboration
batch_012219,6,1,1,5,39097,3.214966667,5,0,3,0,0,5,5,batch_012219 6 1,16,collaboration
batch_012219,6,1,1,5,23071,3.599483333,6,0,3,0,0,6,5,batch_012219 6 1,16,collaboration
batch_012219,6,2,4,2,45129,3.649683333,4,0,4,0,0,6,5,batch_012219 6 2,17,collaboration
batch_012219,6,1,1,5,16040,3.866816667,7,0,4,0,0,7,5,batch_012219 6 1,16,collaboration
batch_012219,6,1,1,5,13040,4.08415,8,0,4,0,0,8,5,batch_012219 6 1,16,collaboration
batch_012219,6,1,1,5,11023,4.267866667,9,0,4,0,0,9,5,batch_012219 6 1,16,collaboration
batch_012219,6,1,1,5,16072,4.535733333,10,0,4,0,0,10,5,batch_012219 6 1,16,collaboration
batch_012219,6,1,1,5,11064,4.720133333,11,0,4,0,0,11,5,batch_012219 6 1,16,collaboration
batch_012219,6,2,4,2,64227,4.720133333,5,0,5,0,0,11,5,batch_012219 6 2,17,collaboration
batch_012219,6,2,4,2,20097,5.055083333,6,0,6,0,0,11,5,batch_012219 6 2,17,collaboration
batch_012219,6,1,1,5,21098,5.071766667,12,0,6,0,0,12,5,batch_012219 6 1,16,collaboration
batch_012219,6,2,4,2,46216,5.82535,7,0,7,0,0,12,5,batch_012219 6 2,17,collaboration
batch_012219,6,1,1,5,58270,6.042933333,13,0,7,0,0,13,5,batch_012219 6 1,16,collaboration
batch_012219,6,2,5,3,66132,7.87945,8,0,7,1,0,13,5,batch_012219 6 2,17,collaboration
batch_012219,6,2,5,3,38043,8.5135,9,0,7,2,0,13,5,batch_012219 6 2,17,collaboration
batch_012219,6,2,5,3,19049,8.830983333,10,0,7,3,0,13,5,batch_012219 6 2,17,collaboration
batch_012219,13,2,1,5,17063,0.407316667,1,0,0,0,0,1,0,batch_012219 13 2,2,collaboration
batch_012219,13,3,1,5,20075,0.457516667,1,0,0,0,0,2,0,batch_012219 13 3,3,collaboration
batch_012219,13,3,1,5,28067,0.9253,2,0,0,0,0,3,0,batch_012219 13 3,3,collaboration
batch_012219,13,2,1,5,38089,1.042133333,2,0,0,0,0,4,0,batch_012219 13 2,2,collaboration
batch_012219,13,1,1,5,56157,1.0923,1,0,0,0,0,5,0,batch_012219 13 1,1,collaboration
batch_012219,13,3,1,5,18037,1.225916667,3,0,0,0,0,6,0,batch_012219 13 3,3,collaboration
batch_012219,13,3,1,5,16034,1.49315,4,0,0,0,0,7,0,batch_012219 13 3,3,collaboration
batch_012219,13,3,1,5,15044,1.743883333,5,0,0,0,0,8,0,batch_012219 13 3,3,collaboration
batch_012219,13,2,1,5,45108,1.793933333,3,0,0,0,0,9,0,batch_012219 13 2,2,collaboration
batch_012219,13,3,1,5,20025,2.077633333,6,0,0,0,0,10,0,batch_012219 13 3,3,collaboration
batch_012219,13,1,1,5,71146,2.278066667,2,0,0,0,0,11,0,batch_012219 13 1,1,collaboration
batch_012219,13,3,1,5,20036,2.411566667,7,0,0,0,0,12,0,batch_012219 13 3,3,collaboration
