batch,gameID,player,travel,duration,imageID,n_tags,exit_time,uniqueID,ind,condition
batch_061119,72,3,8009,162723,5,0,442551,batch_061119 72 3,87,competition
batch_061119,81,2,25362,242957,5,0,268319,batch_061119 81 2,92,competition
batch_061119,81,2,10070,48392,4,8,326781,batch_061119 81 2,92,competition
batch_061119,81,2,12055,183186,6,3,522022,batch_061119 81 2,92,competition
batch_061119,81,2,8013,61217,2,1,591252,batch_061119 81 2,92,competition
batch_061119,81,3,6352,35324,2,0,41676,batch_061119 81 3,93,competition
batch_061119,81,3,6008,93866,6,0,141550,batch_061119 81 3,93,competition
batch_061119,81,3,6006,131864,4,0,279420,batch_061119 81 3,93,competition
batch_061119,81,3,9023,131082,5,0,419525,batch_061119 81 3,93,competition
batch_061119,81,3,6011,158692,3,0,584228,batch_061119 81 3,93,competition
batch_061119,86,1,80598,175357,6,0,255955,batch_061119 86 1,94,competition
batch_061119,86,3,19220,11060,4,0,30280,batch_061119 86 3,96,competition
batch_061119,86,3,15010,6188,6,0,51478,batch_061119 86 3,96,competition
batch_061119,86,3,2005,3010,6,0,56493,batch_061119 86 3,96,competition
batch_061119,86,3,2009,4023,6,0,62525,batch_061119 86 3,96,competition
batch_061119,86,3,6003,21070,5,0,89598,batch_061119 86 3,96,competition
batch_061119,86,3,3008,4017,5,0,96623,batch_061119 86 3,96,competition
batch_061119,86,3,8006,143258,6,0,247887,batch_061119 86 3,96,competition
batch_061119,86,3,3004,18090,6,21,268981,batch_061119 86 3,96,competition
batch_061119,86,3,7003,80230,5,3,356214,batch_061119 86 3,96,competition
batch_061119,88,1,11286,31094,1,0,42380,batch_061119 88 1,97,competition
batch_061119,88,1,3008,93175,1,1,138563,batch_061119 88 1,97,competition
batch_061119,88,1,5020,52116,1,15,195699,batch_061119 88 1,97,competition
batch_061119,88,1,10018,15023,5,8,220740,batch_061119 88 1,97,competition
batch_061119,88,1,9015,58153,2,1,287908,batch_061119 88 1,97,competition
batch_061119,88,1,20015,69138,3,0,377061,batch_061119 88 1,97,competition
batch_061119,88,1,9005,34068,4,0,420134,batch_061119 88 1,97,competition
batch_061119,88,1,7006,50269,6,13,477409,batch_061119 88 1,97,competition
batch_061119,88,1,13043,38108,6,19,528560,batch_061119 88 1,97,competition
batch_061119,88,3,7285,69169,1,0,76454,batch_061119 88 3,99,competition
batch_061119,88,3,6000,110237,5,0,192691,batch_061119 88 3,99,competition
batch_061119,88,3,6001,160344,2,0,359036,batch_061119 88 3,99,competition
batch_061119,88,3,6002,26043,3,3,391081,batch_061119 88 3,99,competition
batch_061119,88,3,6001,149535,4,1,546617,batch_061119 88 3,99,competition
batch_061119,91,1,9210,75119,1,0,84329,batch_061119 91 1,100,competition
batch_061119,91,1,6017,6017,1,3,96363,batch_061119 91 1,100,competition
batch_061119,91,1,5004,261472,1,5,362839,batch_061119 91 1,100,competition
batch_061119,91,1,21041,9211,3,2,393091,batch_061119 91 1,100,competition
batch_061119,91,2,28229,75142,1,0,103371,batch_061119 91 2,101,competition
batch_061119,91,2,6004,58123,5,0,167498,batch_061119 91 2,101,competition
batch_061119,91,2,6001,67130,3,0,240629,batch_061119 91 2,101,competition
batch_061119,91,2,7005,82150,6,0,329784,batch_061119 91 2,101,competition
batch_061119,91,3,15213,157288,1,0,172501,batch_061119 91 3,102,competition
batch_061119,91,3,8004,180331,5,2,360836,batch_061119 91 3,102,competition
